age,gender,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,DSA_problems_solved,GitHub_repos,internships_completed,resume_score,communication_skills,aptitude_score,hackathons_participated,primary_language,placement_status,company_type
21,Female,3,ECE,B.Tech,7.6,0,90.6,234,2,1,89,50,74,1,Python,Placed,Product Based
22,Male,1,CSE,B.Tech,6.12,0,90.4,140,1,0,94,65,58,1,Java,Placed,Service Based
23,Male,2,MECH,B.Tech,6.52,0,80.5,192,2,0,88,52,68,0,Java,Placed,Service Based
22,Male,2,CSE,B.Tech,6.89,0,78.5,184,3,1,91,58,63,1,Python,Placed,Service Based
23,Female,1,AI&DS,B.Tech,9.09,2,82.6,267,4,2,84,61,85,0,C++,Placed,Service Based
22,Male,3,AI&DS,B.Tech,8.45,0,91.3,260,4,0,76,66,71,1,C++,Placed,Service Based
22,Female,3,IT,B.Tech,6.76,0,75.6,94,1,0,81,66,52,1,Java,Not Placed,Not Placed
22,Male,2,IT,B.Tech,6.39,1,79,189,7,0,81,63,46,0,C++,Not Placed,Not Placed
20,Female,3,CSE,B.Tech,9.36,1,86.9,300,5,3,100,64,90,0,Python,Placed,Product Based
22,Female,2,MECH,B.Tech,7.19,2,81.7,122,2,0,86,42,67,2,Java,Not Placed,Not Placed
20,Male,3,CSE,B.Tech,9.02,0,94.5,364,3,2,100,55,90,3,Java,Placed,Product Based
22,Female,3,ECE,B.Tech,6.84,2,92.1,67,1,0,69,68,67,0,Python,Not Placed,Not Placed
24,Male,1,MECH,B.Tech,7.3,0,85.8,165,4,0,85,56,54,1,Python,Placed,Service Based
23,Male,3,MECH,B.Tech,6.8,0,78.9,187,2,0,89,48,69,1,Java,Placed,Service Based
22,Female,2,CSE,B.Tech,7.26,0,75.7,106,1,0,85,65,80,3,Java,Placed,Service Based
22,Female,3,EEE,B.Tech,6.97,0,94.1,157,3,0,92,43,78,0,C++,Not Placed,Not Placed
20,Male,2,EEE,B.Tech,8.05,0,68.4,138,3,1,100,58,83,0,Python,Placed,Service Based
21,Male,1,MECH,B.Tech,6.27,0,88.6,77,1,0,86,46,48,0,Python,Placed,Service Based
22,Female,2,MECH,B.Tech,6.98,2,73.3,178,3,0,96,55,68,3,C++,Not Placed,Not Placed
21,Female,3,AI&DS,B.Tech,7.54,0,86.3,248,1,0,87,63,70,1,Java,Placed,Product Based
22,Female,2,MECH,B.Tech,7.48,0,75.5,72,0,0,92,49,51,2,Java,Placed,Service Based
24,Male,2,IT,B.Tech,7.45,1,87.1,172,3,0,91,45,51,1,C++,Placed,Service Based
24,Male,2,ECE,B.Tech,8.47,0,84.5,189,4,1,100,42,86,2,Python,Placed,Service Based
21,Female,2,AI&DS,B.Tech,8.48,0,89.6,138,2,1,96,66,60,2,C++,Not Placed,Not Placed
21,Female,1,MECH,B.Tech,7.96,1,68.7,147,0,2,100,55,80,2,Java,Not Placed,Not Placed
23,Male,2,EEE,B.Tech,7.99,1,81,241,4,1,100,57,87,2,Python,Placed,Product Based
24,Male,3,MECH,B.Tech,8.51,0,72.6,150,1,1,90,50,83,1,Python,Placed,Product Based
21,Male,3,ECE,B.Tech,8.01,0,82.5,200,1,1,99,79,70,2,Python,Placed,Product Based
22,Male,3,EEE,B.Tech,6.84,1,85.7,133,0,0,78,64,69,0,Python,Not Placed,Not Placed
23,Female,2,MECH,B.Tech,8.33,0,78.2,213,1,2,95,87,80,2,Python,Placed,Product Based
24,Female,1,AI&DS,B.Tech,7.86,0,72.3,200,0,0,87,46,98,2,C++,Placed,Product Based
21,Female,2,ECE,B.Tech,7.69,0,71.8,229,2,0,88,63,70,2,Java,Placed,Service Based
22,Female,2,MECH,B.Tech,9.6,0,74.4,370,4,2,99,40,87,2,Python,Placed,Product Based
22,Female,1,ECE,B.Tech,7.92,0,86.2,249,5,1,98,71,91,2,Java,Placed,Product Based
20,Male,1,EEE,B.Tech,6.05,0,94.9,22,0,0,57,85,58,0,Python,Not Placed,Not Placed
24,Male,3,ECE,B.Tech,7.52,0,84.4,165,4,1,85,66,59,1,Java,Placed,Product Based
21,Female,3,EEE,B.Tech,8.34,0,81.7,112,1,1,100,84,65,1,Java,Placed,Product Based
23,Male,3,AI&DS,B.Tech,8.38,0,76.5,225,3,1,93,67,90,1,Python,Placed,Product Based
20,Male,2,ECE,B.Tech,8.77,0,78.1,397,5,3,93,61,98,2,C++,Placed,Product Based
24,Male,3,AI&DS,B.Tech,7.06,0,79.4,156,0,0,84,55,39,1,Python,Not Placed,Not Placed
24,Male,1,IT,B.Tech,6.8,1,72.7,264,2,0,84,87,80,2,Java,Placed,Service Based
22,Male,1,ECE,B.Tech,7.15,1,77.4,177,0,0,92,61,73,1,Java,Placed,Service Based
23,Male,1,AI&DS,B.Tech,7.03,0,75.8,64,3,0,74,67,66,0,C++,Placed,Service Based
21,Male,1,MECH,B.Tech,7.11,0,83.5,102,0,1,98,72,74,0,C++,Placed,Product Based
22,Female,3,MECH,B.Tech,8.24,0,73.9,112,5,1,92,66,47,0,Python,Placed,Service Based
21,Female,3,CSE,B.Tech,7.69,0,99.9,313,6,1,83,52,89,2,Python,Placed,Product Based
24,Male,2,MECH,B.Tech,7.09,0,79.4,155,1,1,100,87,77,1,Python,Placed,Product Based
22,Female,2,EEE,B.Tech,8.2,0,73,351,7,1,100,54,100,0,Python,Placed,Product Based
23,Female,3,MECH,B.Tech,8.26,1,69.7,213,0,1,92,77,78,1,Java,Placed,Product Based
23,Female,3,AI&DS,B.Tech,8.37,0,89.2,283,3,2,87,65,57,2,Java,Placed,Product Based
24,Male,1,MECH,B.Tech,8.18,0,76.2,210,1,1,100,78,81,2,Python,Placed,Product Based
22,Female,1,AI&DS,B.Tech,8.67,1,92,282,1,1,89,61,81,0,Java,Placed,Service Based
24,Male,2,AI&DS,B.Tech,7.35,0,78.9,196,0,1,80,83,94,0,Java,Placed,Product Based
23,Female,3,AI&DS,B.Tech,8.27,0,65.6,191,3,0,84,75,74,0,Java,Placed,Service Based
21,Female,3,EEE,B.Tech,6.97,2,92.6,261,7,0,96,53,60,2,Java,Not Placed,Not Placed
21,Female,3,MECH,B.Tech,7.16,0,79.8,154,3,1,74,58,96,2,Python,Placed,Product Based
21,Female,3,ECE,B.Tech,7.98,0,86.8,212,4,1,100,63,88,1,Python,Placed,Product Based
24,Male,1,EEE,B.Tech,7.54,0,86.6,250,4,1,91,63,86,1,Java,Placed,Product Based
22,Male,1,MECH,B.Tech,8.32,0,80.7,64,0,1,95,65,47,0,Java,Placed,Service Based
24,Male,1,EEE,B.Tech,7.67,0,85.9,83,0,1,90,84,71,1,Python,Placed,Service Based
20,Male,3,CSE,B.Tech,8.19,0,82.7,287,1,2,92,52,84,0,C++,Placed,Product Based
22,Male,3,IT,B.Tech,9.01,0,69.6,337,3,1,85,68,94,2,Java,Placed,Product Based
20,Male,1,MECH,B.Tech,8.67,0,93.8,266,3,2,95,65,100,2,C++,Placed,Product Based
21,Female,2,ECE,B.Tech,8.28,0,100,224,0,2,92,53,96,0,C++,Placed,Product Based
23,Male,1,ECE,B.Tech,8.64,0,90.4,230,3,0,93,53,71,1,Python,Placed,Product Based
24,Male,3,EEE,B.Tech,8.87,0,65,232,0,1,91,91,76,2,C++,Placed,Service Based
21,Male,3,MECH,B.Tech,7.67,0,85,214,4,0,100,100,72,1,Java,Placed,Service Based
21,Female,2,EEE,B.Tech,6.91,1,84.2,161,1,1,92,64,79,1,Python,Placed,Product Based
22,Male,2,CSE,B.Tech,7.51,0,78.4,159,0,0,93,49,40,2,Java,Placed,Service Based
21,Female,3,AI&DS,B.Tech,7,0,88,188,0,1,86,81,58,0,C++,Placed,Product Based
24,Male,2,IT,B.Tech,6.96,1,76.4,230,5,0,71,47,88,2,C++,Placed,Product Based
23,Male,3,CSE,B.Tech,6.51,0,100,196,0,0,85,67,65,1,C++,Placed,Service Based
22,Male,2,ECE,B.Tech,7.53,0,81.5,139,0,1,97,61,83,0,C++,Placed,Service Based
21,Female,2,CSE,B.Tech,7,1,71.5,119,3,0,93,59,74,3,Python,Not Placed,Not Placed
24,Female,2,MECH,B.Tech,6.42,1,90.6,150,2,0,70,65,76,1,Python,Not Placed,Not Placed
21,Male,2,CSE,B.Tech,7.9,0,74.4,219,2,1,94,64,88,0,C++,Placed,Product Based
20,Female,3,EEE,B.Tech,8.38,0,79.7,186,0,1,99,70,87,2,Python,Placed,Product Based
21,Male,2,MECH,B.Tech,8.59,0,80,215,4,2,96,51,61,1,C++,Placed,Product Based
22,Female,1,CSE,B.Tech,6.53,0,80.9,84,2,0,85,71,57,1,Python,Not Placed,Not Placed
20,Female,1,EEE,B.Tech,8.12,0,85.7,295,2,1,96,58,89,0,Python,Placed,Product Based
23,Male,3,IT,B.Tech,8.69,0,73.4,274,3,2,96,56,91,1,Java,Placed,Product Based
23,Female,2,IT,B.Tech,8.47,0,83,223,5,2,83,47,61,0,Python,Placed,Product Based
21,Male,1,ECE,B.Tech,8.29,0,81.3,278,2,1,85,68,95,2,Java,Placed,Product Based
23,Female,1,MECH,B.Tech,7.1,1,79.4,109,2,0,72,50,70,1,Java,Placed,Product Based
21,Male,1,MECH,B.Tech,8.65,0,60.3,305,3,0,98,55,82,2,C++,Placed,Product Based
21,Female,3,CSE,B.Tech,7.64,0,84.2,11,0,1,88,56,42,0,Java,Placed,Service Based
24,Female,2,IT,B.Tech,9.13,0,70.7,219,3,3,97,65,59,3,Java,Placed,Product Based
21,Female,1,MECH,B.Tech,7.37,0,90.7,129,1,0,93,61,81,1,Java,Placed,Service Based
22,Male,2,EEE,B.Tech,8.41,0,78.2,230,3,1,99,58,55,1,C++,Placed,Product Based
24,Male,1,MECH,B.Tech,7.64,0,89.2,172,5,0,95,73,77,0,C++,Placed,Product Based
24,Female,3,AI&DS,B.Tech,8.86,1,69.4,328,0,1,91,83,75,2,C++,Placed,Product Based
20,Female,3,IT,B.Tech,8.28,0,86.5,287,6,1,94,95,71,0,Java,Placed,Service Based
20,Female,3,ECE,B.Tech,8.64,0,82.4,275,3,1,98,60,82,1,C++,Placed,Product Based
21,Female,3,ECE,B.Tech,8.34,1,79.4,303,5,0,99,84,84,1,Java,Placed,Product Based
20,Female,2,AI&DS,B.Tech,7.12,0,91.7,132,4,0,94,60,69,1,Python,Placed,Service Based
20,Female,1,MECH,B.Tech,9.16,0,86.9,273,5,2,88,66,100,3,Java,Placed,Product Based
24,Male,2,ECE,B.Tech,7.2,0,86.8,196,1,1,72,61,85,0,Java,Placed,Product Based
24,Female,3,CSE,B.Tech,7.46,0,86.9,279,1,0,95,58,94,1,C++,Placed,Product Based
23,Female,2,EEE,B.Tech,7.49,1,82.8,177,0,1,80,47,76,1,C++,Placed,Product Based
20,Female,3,AI&DS,B.Tech,8.54,0,80.5,361,7,0,100,76,81,1,C++,Placed,Product Based
23,Female,1,CSE,B.Tech,6.31,0,73.6,158,4,0,71,62,47,0,Python,Placed,Service Based
24,Female,2,MECH,B.Tech,8.37,0,78.9,248,4,1,96,53,73,4,Python,Placed,Product Based
22,Male,2,EEE,B.Tech,8.14,0,72.2,291,4,0,98,42,90,2,Python,Placed,Product Based
21,Female,2,ECE,B.Tech,8.59,0,95.7,308,1,1,100,70,86,3,Java,Placed,Service Based
23,Male,2,EEE,B.Tech,9.22,0,80.3,442,9,2,100,75,79,0,Python,Placed,Product Based
23,Male,2,CSE,B.Tech,8.4,0,83.1,394,5,2,95,47,100,0,Python,Placed,Product Based
24,Female,2,CSE,B.Tech,7.8,0,88.5,143,1,1,85,63,54,0,C++,Placed,Product Based
24,Female,1,AI&DS,B.Tech,8.56,1,90.3,339,1,0,97,58,84,2,C++,Placed,Product Based
22,Female,3,IT,B.Tech,7.06,0,84.9,138,1,0,82,76,59,0,C++,Not Placed,Not Placed
23,Female,3,ECE,B.Tech,8.34,0,75,171,3,1,87,54,59,1,Python,Placed,Service Based
24,Female,3,ECE,B.Tech,7.55,0,82.6,282,4,1,88,71,73,2,Java,Placed,Product Based
21,Male,1,CSE,B.Tech,8.33,1,88.5,321,4,1,94,83,100,2,Java,Placed,Product Based
21,Female,1,CSE,B.Tech,8.6,0,83.6,110,2,0,96,48,58,0,C++,Placed,Service Based
21,Female,3,MECH,B.Tech,8.58,1,86.8,315,3,1,85,64,51,1,Python,Placed,Service Based
24,Male,2,MECH,B.Tech,8.43,0,88.6,267,1,0,96,40,61,3,C++,Placed,Product Based
22,Male,3,AI&DS,B.Tech,8.41,1,96.9,340,7,2,98,52,100,1,Python,Placed,Product Based
21,Male,3,IT,B.Tech,8.06,0,85.9,228,3,1,87,54,78,0,Python,Placed,Product Based
22,Male,2,IT,B.Tech,6.86,0,74.3,167,3,1,86,65,68,1,Python,Placed,Service Based
21,Female,3,AI&DS,B.Tech,8.32,0,75.4,170,0,0,97,52,75,0,Java,Placed,Service Based
21,Male,3,EEE,B.Tech,8.6,0,90.9,264,3,1,93,64,100,2,Java,Placed,Product Based
23,Female,1,MECH,B.Tech,7.53,0,72.5,172,1,0,86,49,77,2,Java,Placed,Product Based
21,Male,1,MECH,B.Tech,8.46,0,72.4,349,5,1,100,64,100,1,C++,Placed,Product Based
20,Male,2,AI&DS,B.Tech,5.53,0,86.6,72,2,0,76,50,64,0,Python,Not Placed,Not Placed
20,Male,3,MECH,B.Tech,8.43,1,89.4,189,0,2,90,63,82,1,C++,Placed,Product Based
22,Female,2,MECH,B.Tech,7.49,1,88.2,225,1,1,97,95,79,1,C++,Placed,Service Based
24,Female,3,ECE,B.Tech,9.52,0,97.8,253,3,2,93,59,80,3,Java,Placed,Product Based
22,Female,3,MECH,B.Tech,7.37,0,73.8,192,2,0,100,70,59,2,Java,Placed,Service Based
21,Female,3,MECH,B.Tech,7.05,0,100,220,0,0,81,64,83,0,C++,Not Placed,Not Placed
22,Female,2,MECH,B.Tech,8.34,1,80.6,186,4,1,100,48,80,1,Python,Placed,Product Based
24,Female,2,AI&DS,B.Tech,6.02,1,89.8,109,3,0,70,55,80,0,C++,Not Placed,Not Placed
21,Female,3,MECH,B.Tech,8.43,1,82.6,329,8,1,79,87,85,2,Java,Placed,Product Based
24,Female,3,EEE,B.Tech,8.21,1,82,226,2,0,97,61,94,3,Python,Placed,Service Based
21,Male,2,EEE,B.Tech,7.48,0,79.4,183,4,0,71,66,73,2,Java,Placed,Service Based
21,Male,2,IT,B.Tech,8.24,1,78.3,230,4,0,89,48,78,0,Java,Not Placed,Not Placed
21,Male,3,AI&DS,B.Tech,7.42,1,70.3,266,5,1,81,83,84,0,Python,Placed,Service Based
21,Female,3,EEE,B.Tech,9.37,0,72.7,351,3,2,95,60,89,1,Java,Placed,Product Based
20,Male,2,MECH,B.Tech,7.9,1,83,260,2,2,100,70,92,0,C++,Placed,Product Based
22,Male,3,ECE,B.Tech,7.49,1,69.8,182,2,0,82,84,67,0,Java,Placed,Service Based
24,Female,3,EEE,B.Tech,8.06,0,90.2,278,1,1,93,57,78,1,C++,Placed,Product Based
24,Female,3,CSE,B.Tech,8.4,0,88.3,142,1,2,90,66,81,1,Java,Placed,Product Based
22,Male,2,EEE,B.Tech,7.81,0,80,244,1,0,94,70,86,0,Java,Placed,Product Based
20,Female,3,ECE,B.Tech,9.16,0,80.5,318,4,1,87,76,69,1,Java,Placed,Product Based
24,Female,3,MECH,B.Tech,7.2,1,78.1,168,0,0,80,72,75,0,C++,Placed,Service Based
23,Female,3,ECE,B.Tech,9.58,1,88.9,374,6,3,100,75,100,2,C++,Placed,Product Based
22,Male,2,EEE,B.Tech,8.23,0,76.1,241,4,0,85,50,77,1,Python,Placed,Service Based
21,Female,3,MECH,B.Tech,6.85,1,80.9,130,0,0,92,44,62,0,Java,Not Placed,Not Placed
22,Male,3,EEE,B.Tech,6.8,1,92.7,286,1,0,90,75,97,1,C++,Placed,Service Based
21,Male,2,MECH,B.Tech,8.15,0,85.9,223,4,1,99,76,87,4,Java,Placed,Product Based
21,Male,1,ECE,B.Tech,7.52,2,76.3,283,5,0,90,87,86,3,Java,Placed,Product Based
24,Male,3,MECH,B.Tech,7.01,0,76.3,141,1,0,75,62,69,1,C++,Placed,Product Based
20,Male,3,ECE,B.Tech,7.94,0,77.2,247,4,1,100,73,88,1,Python,Placed,Service Based
22,Male,3,MECH,B.Tech,6.83,1,81.1,38,0,0,72,75,68,0,Python,Not Placed,Not Placed
23,Female,1,CSE,B.Tech,7.41,1,87.3,262,5,1,90,90,89,1,Python,Placed,Product Based
21,Male,3,CSE,B.Tech,7.69,0,94.4,189,2,0,98,51,63,2,Java,Placed,Service Based
23,Male,2,AI&DS,B.Tech,8.75,0,72.5,162,3,0,91,57,84,0,C++,Placed,Product Based
24,Male,2,CSE,B.Tech,7.01,0,76.7,86,0,0,90,63,55,2,Python,Placed,Service Based
21,Female,3,ECE,B.Tech,7.53,0,79.4,152,0,1,92,67,78,1,Java,Placed,Product Based
21,Male,2,MECH,B.Tech,8.06,1,84,227,1,2,92,66,90,2,Java,Not Placed,Not Placed
20,Female,3,ECE,B.Tech,8.29,0,89.3,223,4,0,90,45,74,0,C++,Placed,Product Based
20,Male,2,IT,B.Tech,8.72,0,78.7,262,2,1,100,59,72,3,C++,Placed,Product Based
22,Female,1,CSE,B.Tech,8.42,0,85.7,245,4,3,98,83,70,2,Java,Placed,Product Based
20,Female,1,ECE,B.Tech,8.75,0,96,251,4,2,90,65,67,4,Python,Placed,Product Based
22,Male,3,EEE,B.Tech,8.13,0,87.4,195,4,2,84,71,64,0,Python,Placed,Product Based
20,Male,2,EEE,B.Tech,7.79,0,65.9,150,0,0,83,68,69,1,Java,Placed,Service Based
24,Male,2,MECH,B.Tech,7.67,0,85.6,164,0,1,98,70,70,0,C++,Placed,Service Based
24,Female,2,CSE,B.Tech,7.84,1,84.6,120,0,1,100,80,60,4,Java,Placed,Service Based
21,Female,2,EEE,B.Tech,7.61,0,68.4,112,3,0,86,44,53,1,C++,Placed,Product Based
24,Male,2,MECH,B.Tech,8.3,0,92.5,312,2,0,95,87,50,2,Java,Placed,Product Based
21,Female,3,MECH,B.Tech,7.48,0,92.9,112,0,0,89,58,59,0,Java,Not Placed,Not Placed
20,Male,3,MECH,B.Tech,7.6,0,85,114,1,0,100,73,66,3,C++,Not Placed,Not Placed
20,Female,3,IT,B.Tech,7.2,0,86.1,247,6,0,88,51,89,3,Java,Not Placed,Not Placed
22,Female,1,IT,B.Tech,7.64,0,89.9,35,3,0,90,64,42,1,Python,Not Placed,Not Placed
21,Male,2,ECE,B.Tech,8.18,1,86,222,1,1,100,79,88,2,C++,Placed,Product Based
23,Female,3,CSE,B.Tech,8.38,0,77.7,238,3,1,97,43,78,2,Python,Placed,Product Based
20,Female,2,CSE,B.Tech,8.8,0,83.1,444,3,2,96,63,100,0,Java,Placed,Product Based
24,Female,1,EEE,B.Tech,8.56,0,100,284,7,2,98,71,86,2,Java,Placed,Product Based
23,Male,1,EEE,B.Tech,9.51,0,70.2,275,0,1,77,63,100,1,Python,Placed,Product Based
24,Male,2,EEE,B.Tech,6.98,0,75.7,211,2,0,82,59,86,1,C++,Not Placed,Not Placed
24,Female,3,CSE,B.Tech,7.31,0,93.1,198,5,0,95,72,63,0,Java,Placed,Service Based
23,Female,2,ECE,B.Tech,7.49,0,75.7,223,5,0,81,75,94,0,Java,Placed,Product Based
23,Female,1,CSE,B.Tech,8.41,0,86.1,213,3,2,85,69,65,0,Java,Placed,Product Based
24,Female,2,IT,B.Tech,7.3,0,69.9,161,4,0,98,66,85,2,Java,Placed,Product Based
23,Female,2,AI&DS,B.Tech,8.62,0,71.3,276,0,1,96,80,98,1,Java,Placed,Service Based
24,Male,3,ECE,B.Tech,8.28,1,84.9,261,6,1,97,91,84,2,Java,Placed,Product Based
24,Male,3,ECE,B.Tech,7.32,0,82.9,164,1,0,84,70,64,0,Python,Placed,Service Based
24,Female,1,ECE,B.Tech,8.98,0,82.6,290,2,1,96,71,77,0,Python,Placed,Product Based
20,Female,2,IT,B.Tech,7.54,0,85.9,114,4,2,92,50,36,0,C++,Placed,Service Based
23,Female,1,ECE,B.Tech,6.98,0,72.6,80,0,0,96,50,60,1,C++,Placed,Service Based
20,Male,1,EEE,B.Tech,7.52,0,87.4,161,0,1,93,49,63,0,Java,Placed,Service Based
23,Female,1,MECH,B.Tech,8.05,0,71.6,112,7,1,91,55,51,2,Python,Placed,Product Based
23,Male,1,EEE,B.Tech,8.04,1,71.4,218,1,1,93,85,96,1,Java,Placed,Service Based
23,Female,2,EEE,B.Tech,7.98,1,73.6,198,2,2,88,77,73,2,Java,Placed,Product Based
23,Female,1,MECH,B.Tech,7.74,0,85.2,175,3,1,88,72,60,0,Java,Placed,Service Based
24,Male,3,IT,B.Tech,8.61,0,72.9,345,3,3,100,69,83,0,Python,Placed,Product Based
22,Male,2,EEE,B.Tech,8.31,0,94.5,363,4,1,91,50,96,0,C++,Placed,Product Based
21,Male,2,IT,B.Tech,6.5,0,84.2,79,4,0,79,70,65,1,Python,Not Placed,Not Placed
23,Male,2,MECH,B.Tech,8.07,0,75.3,110,0,1,82,75,100,1,C++,Placed,Product Based
21,Female,2,EEE,B.Tech,9.04,1,86.5,339,3,1,100,63,73,3,C++,Placed,Product Based
20,Female,1,IT,B.Tech,7.18,0,95.4,106,2,0,88,77,88,0,Java,Placed,Service Based
24,Female,2,CSE,B.Tech,7.08,0,85.4,202,3,0,90,55,63,0,C++,Not Placed,Not Placed
21,Male,1,AI&DS,B.Tech,7.9,0,91.7,182,0,1,91,57,78,0,Python,Placed,Service Based
23,Female,2,EEE,B.Tech,8.1,1,75.8,132,0,1,99,72,100,0,Python,Placed,Service Based
24,Female,2,IT,B.Tech,8.08,1,82.2,80,2,1,100,85,70,0,C++,Not Placed,Not Placed
20,Male,1,ECE,B.Tech,7.22,0,71.7,176,0,0,95,54,83,0,Java,Placed,Service Based
21,Male,3,ECE,B.Tech,8.3,0,93,199,0,0,95,65,99,0,Java,Placed,Product Based
20,Female,2,CSE,B.Tech,8.75,0,83.5,187,4,1,95,60,53,1,C++,Placed,Product Based
24,Male,2,MECH,B.Tech,8.4,0,91.9,333,5,2,87,71,89,1,Python,Placed,Product Based
21,Female,1,AI&DS,B.Tech,8.23,0,82.3,175,0,0,92,95,66,0,C++,Placed,Service Based
24,Female,1,MECH,B.Tech,7.41,0,91.7,158,0,1,86,71,61,2,Python,Placed,Service Based
22,Male,3,CSE,B.Tech,7.44,0,84.4,211,2,0,95,67,96,2,C++,Not Placed,Not Placed
22,Female,2,ECE,B.Tech,7.78,0,71.4,80,3,0,90,58,83,0,Java,Placed,Service Based
21,Female,1,AI&DS,B.Tech,9.04,0,83,225,4,1,100,51,84,2,Java,Placed,Product Based
24,Male,1,AI&DS,B.Tech,8.15,1,94.5,293,3,2,89,54,99,1,Java,Placed,Product Based
21,Female,3,CSE,B.Tech,8.89,0,73.4,248,0,2,100,52,85,0,Java,Placed,Product Based
22,Female,3,AI&DS,B.Tech,9.33,1,76.9,288,2,3,92,74,73,0,C++,Placed,Product Based
22,Male,1,MECH,B.Tech,7.62,1,76.3,227,0,0,70,60,75,1,C++,Placed,Product Based
23,Female,3,CSE,B.Tech,7.54,0,70.5,154,1,0,93,76,52,2,Java,Placed,Service Based
20,Female,1,MECH,B.Tech,7.2,0,65.9,227,5,0,100,69,92,2,Python,Placed,Product Based
22,Female,1,CSE,B.Tech,9.06,0,74.5,317,4,2,92,67,76,1,Java,Placed,Product Based
21,Female,3,MECH,B.Tech,7.09,0,71.8,184,1,1,75,57,73,0,C++,Placed,Product Based
21,Female,3,CSE,B.Tech,7.61,1,79.8,231,5,0,78,72,86,0,Python,Not Placed,Not Placed
22,Female,3,CSE,B.Tech,8.19,0,74.6,245,1,1,100,63,63,0,Java,Placed,Product Based
21,Female,1,MECH,B.Tech,7.69,1,75.6,112,0,2,92,54,70,0,Java,Placed,Product Based
22,Female,1,ECE,B.Tech,8.38,0,60,215,3,1,100,59,80,2,Java,Placed,Service Based
21,Male,3,AI&DS,B.Tech,8.61,0,75.6,312,5,1,91,57,76,0,C++,Placed,Service Based
23,Male,2,MECH,B.Tech,9.5,1,62.3,307,2,3,91,70,100,2,Python,Placed,Product Based
22,Female,3,CSE,B.Tech,7.22,0,72.9,164,3,1,81,79,50,0,Java,Not Placed,Not Placed
21,Female,2,CSE,B.Tech,7.38,0,79.5,242,4,0,100,79,87,2,Java,Placed,Product Based
24,Male,2,EEE,B.Tech,7.64,0,86.5,173,5,1,89,56,46,0,Java,Not Placed,Not Placed
20,Male,3,CSE,B.Tech,8.4,0,71.6,275,2,0,100,63,64,2,Java,Placed,Service Based
24,Male,2,EEE,B.Tech,7.53,0,67.6,188,2,0,79,64,72,0,Python,Placed,Product Based
22,Female,3,MECH,B.Tech,6.18,0,68.9,164,0,0,85,64,65,0,Java,Placed,Service Based
22,Male,2,AI&DS,B.Tech,7.47,1,87.1,291,7,1,78,56,70,2,Python,Placed,Product Based
22,Female,2,MECH,B.Tech,8.7,0,74.8,323,5,1,100,62,96,1,C++,Placed,Product Based
23,Male,3,MECH,B.Tech,8.82,1,83.8,182,8,1,100,62,63,2,Java,Placed,Product Based
23,Female,2,ECE,B.Tech,6.99,0,83.9,205,2,1,89,56,86,0,Java,Placed,Product Based
22,Female,2,AI&DS,B.Tech,7.4,0,70.2,225,4,2,86,66,77,2,C++,Placed,Product Based
20,Male,3,AI&DS,B.Tech,8.78,0,81.2,226,3,1,98,47,69,2,Python,Placed,Product Based
20,Male,1,AI&DS,B.Tech,6.55,0,81.8,0,1,0,68,66,35,0,C++,Not Placed,Not Placed
22,Male,3,EEE,B.Tech,8.61,1,87.1,159,2,2,100,64,60,2,Python,Placed,Product Based
23,Female,1,ECE,B.Tech,7.1,1,81.6,0,0,1,80,62,51,2,C++,Not Placed,Not Placed
22,Male,3,CSE,B.Tech,7.91,0,77.3,145,0,1,81,57,43,1,C++,Placed,Service Based
20,Male,3,IT,B.Tech,6.7,1,75.5,33,0,0,86,61,69,0,C++,Not Placed,Not Placed
22,Female,3,EEE,B.Tech,7.09,1,88.8,184,1,0,88,63,81,2,C++,Placed,Service Based
23,Female,2,MECH,B.Tech,9.82,1,95.2,363,4,2,98,64,100,2,C++,Placed,Product Based
20,Female,2,MECH,B.Tech,8.54,0,70.9,360,4,1,79,62,100,0,Python,Placed,Product Based
24,Female,3,AI&DS,B.Tech,8.72,0,89.3,267,2,2,100,72,100,1,Python,Placed,Product Based
23,Female,2,ECE,B.Tech,9.02,0,84.9,228,1,2,95,78,68,1,Java,Placed,Product Based
23,Female,2,ECE,B.Tech,8.2,1,94.6,237,2,1,100,54,88,1,Java,Placed,Product Based
21,Female,2,ECE,B.Tech,7.92,0,82.5,395,5,0,90,58,83,3,Python,Not Placed,Not Placed
21,Female,1,EEE,B.Tech,8.25,1,85.5,240,1,1,88,71,84,0,Python,Placed,Product Based
20,Female,1,AI&DS,B.Tech,8.79,0,87.5,266,1,0,95,48,99,1,Java,Placed,Service Based
21,Female,2,AI&DS,B.Tech,8.61,1,76.6,358,2,1,96,80,94,1,Java,Placed,Service Based
22,Male,3,ECE,B.Tech,7,0,80.7,130,3,0,86,67,78,2,Python,Placed,Service Based
24,Female,1,MECH,B.Tech,6.78,0,82.2,33,0,1,89,80,50,0,Python,Placed,Service Based
21,Male,2,AI&DS,B.Tech,9.07,1,72.7,269,0,3,97,56,95,1,C++,Placed,Product Based
21,Male,1,CSE,B.Tech,7.48,0,78.1,87,3,2,96,40,60,2,C++,Placed,Product Based
23,Female,2,IT,B.Tech,6.96,0,86.9,49,2,0,80,84,56,0,Python,Placed,Service Based
21,Female,3,AI&DS,B.Tech,7.9,0,83.3,266,0,3,100,74,90,1,C++,Placed,Product Based
24,Female,1,CSE,B.Tech,7.11,0,89.7,173,0,0,84,61,71,0,Java,Not Placed,Not Placed
